DOI	Date	Subjects	License	Title	Authors	Affiliations
http://dx.doi.org/10.1101/057281	2016-06-07	Synthetic Biology	CC-BY-NC-ND	Evolutionary dynamics of CRISPR gene drives	Charleston Noble|Jason Olejarz|Kevin Esvelt|George Church|Martin Nowak	Harvard University;|Massachusetts Institute of Technology
http://dx.doi.org/10.1101/057331	2016-06-07	Microbiology	CC-BY	Looking for a Signal in the Noise: Revisiting Obesity and the Microbiome	Marc Sze|Patrick D Schloss	University of Michigan
http://dx.doi.org/10.1101/057307	2016-06-07	Synthetic Biology	CC-BY-ND	Daisy-chain gene drives for the alteration of local populations	Charleston Noble|John Min|Jason Olejarz|Joanna Buchthal|Alejandro Chavez|Andrea L Smidler|Erika A DeBenedictis|George M Church|Martin A Nowak|Kevin M Esvelt	Harvard Medical School;|Massachusetts Institute of Technology;|Harvard University;|Harvard School of Public Health
http://dx.doi.org/10.1101/057463	2016-06-07	Bioinformatics		cgCorrect: A method to correct for confounding cell-cell variation due to cell growth in single-cell transcriptomics	Thomas Blasi|Florian Buettner|Michael K Strasser|Carsten Marr|Fabian J Theis	Helmholtz Zentrum Muenchen
http://dx.doi.org/10.1101/058099	2016-06-09	Epidemiology		Dynamics Affecting the Risk of Silent Circulation When Oral Polio Vaccination Is Stopped	James S Koopman|Christopher J Henry|Joonha Park|Joseph Eisenberg|Marisa Eisenberg|Edward L Ionides	University of Michigan
http://dx.doi.org/10.1101/057182	2016-06-09	Evolutionary Biology		Tandem  duplication events in the expansion of the small heat shock protein gene family in Solanum lycopersicum (cv. Heinz 1706)	Flavia J Krsticevic|Debora P Arce|Joaquin Ezpeleta|Elizabeth Tapia	CIFASIS - CONICET;|Universidad Technológica Nacional
http://dx.doi.org/10.1101/058081	2016-06-09	Developmental Biology	CC-BY-ND	Drosophila sensory cilia lacking MKS-proteins exhibit striking defects during development but only subtle defects in adults	Metta B. Pratt|Joshua S. Titlow|Ilan Davis|Amy R. Barker|Helen R. Dawe|Jordan W. Raff|Helio Roque	University of Oxford;|University of Exeter
http://dx.doi.org/10.1101/055962	2016-06-09	Genomics	CC-BY-NC-ND	The impact of structural variation on human gene expression	Colby Chiang|Alexandra J Scott|Joe R Davis|Emily K Tsang|Xin Li|Yungil Kim|Farhan N Damani|Liron Ganel|Stephen B Montgomery|Alexis Battle|Donald F Conrad|Ira M Hall	Washington University;|Stanford University;|Johns Hopkins University
http://dx.doi.org/10.1101/057299	2016-06-09	Cell Biology	CC-BY-NC-ND	Perturbing HIV-1 genomic RNA subcellular localization inhibits virus particle production	Jordan T Becker|Nathan M Sherer	University of Wisconsin - Madison
http://dx.doi.org/10.1101/057919	2016-06-09	Biophysics|Neuroscience	CC-BY-NC-ND	Actomyosin Dynamics Determine the Extension and Retraction of Filopodia on Neuronal Dendrites	Olena O Marchenko|Sulagna Das|Ji Yu|Igor L Novak|Vladimir I Rodionov|Nadia Efimova|Tatiana Svitkina|Charles W Wolgemuth|Leslie M Loew	Uconn Health Center;|Albert Einsten College of Medicine;|University of Pennsylvania;|University of Arizona
http://dx.doi.org/10.1101/058024	2016-06-09	Evolutionary Biology		Human germline mutation and the erratic molecular clock	Priya Moorjani|Ziyue Gao|Molly Przeworski	Columbia University;|Stanford University
http://dx.doi.org/10.1101/056051	2016-06-09	Ecology		Behavioural effects of temperature on ectothermic animals: unifying thermal physiology and behavioural plasticity	Paul K. Abram|Guy Boivin|Joffrey Moiroux|Jacques Brodeur	Institut de Recherche en Biologie Vegetale, Universite de Montreal;|Agriculture and Agri-Food Canada, Saint-Jean-sur-Richelieu Research and Development Centre
http://dx.doi.org/10.1101/058032	2016-06-09	Neuroscience	CC-BY	Theta-burst transcranial magnetic stimulation to the prefrontal or parietal cortex does not impair metacognitive visual awareness	Daniel Bor|David J Schwartzman|Adam B Barrett|Anil K Seth	University of Sussex
http://dx.doi.org/10.1101/057976	2016-06-09	Bioinformatics	CC-BY	CellProfiler Analyst: interactive data exploration, analysis, and classification of large biological image sets	David Dao|Adam N Fraser|Jane Hung|Vebjorn Ljosa|Shantanu Singh|Anne E. Carpenter	Broad Institute of MIT and Harvard;|Broad Institute of Harvard and MIT
http://dx.doi.org/10.1101/057968	2016-06-09	Cell Biology	CC-BY-NC-ND	Centrosome centering and decentering by microtubule network rearrangement	Gaelle Letort|Francois Nedelec|Laurent Blanchoin|Manuel Thery	CEA;|EMBL
http://dx.doi.org/10.1101/058123	2016-06-09	Cancer Biology		Comparison of 3.0 T PAC versus 1.5 T ERC MRI in Detecting Local Prostate Carcinoma.	Xin Ye|Udochukwu Oyoyo|Albert Lu|Jed Dixon|Heather Rojas|Samuel Randolph|Thomas Kelly	Loma Linda University Medical Center
http://dx.doi.org/10.1101/057802	2016-06-09	Molecular Biology	CC-BY-NC-ND	Genome-wide specificity profiles of CRISPR-Cas Cpf1 nucleases in human cells	Benjamin P Kleinstiver|Shengdar Q Tsai|Michelle S Prew|Nhu T Nguyen|Moira M Welch|Jose M Lopez|Zachary R McCaw|Martin J Aryee|J. Keith Joung	Massachusetts General Hospital;|Harvard School of Public Health
http://dx.doi.org/10.1101/058107	2016-06-09	Evolutionary Biology	CC-BY	Haplotype block dynamics in hybrid populations	Thijs Janzen|Arne W. Nolte|Arne Traulsen	Max Planck Institute for Evolutionary Biology, Germany
http://dx.doi.org/10.1101/057984	2016-06-09	Genetics	CC-BY-NC	Genetic Mapping by Bulk Segregant Analysis in Drosophila: Experimental Design and Simulation-Based Inference	John E Pool	University of Wisconsin-Madison, United States
http://dx.doi.org/10.1101/057828	2016-06-09	Genomics	CC-BY-NC-ND	Genome-wide characterization of genetic and functional dysregulation in autism spectrum disorder	Arjun Krishnan|Ran Zhang|Victoria Yao|Chandra L Theesfeld|Aaron K Wong|Alicja Tadych|Natalia Volfovsky|Alan Packer|Alex Lash|Olga G Troyanskaya	Princeton University;|Princeton University; Simons Foundation;|Simons Foundation
http://dx.doi.org/10.1101/058016	2016-06-09	Neuroscience		Binding of synGAP to PDZ Domains of PSD-95 is Regulated by Phosphorylation and Shapes the Composition of the Postsynaptic Density	Ward G Walkup|Tara L Mastro|Leslie T Schenker|Jost Vielmetter|Rebecca Hu|Ariella Iancu|Meera Reghunathan|Barry D Bannon|Mary B Kennedy	California Institute of Technology
http://dx.doi.org/10.1101/057950	2016-06-09	Synthetic Biology	CC-BY-NC-ND	Characterizing the Non-Normal Distribution of Flow Cytometry Measurements from Transiently Expressed Constructs in Mammalian Cells	Peter F McLean|Christina D Smolke|Marc Salit	National Institute of Standards and Technology;|Stanford University
http://dx.doi.org/10.1101/058008	2016-06-09	Genetics	CC-BY-NC	Oligogenic Adaptation, Soft Sweeps, and Parallel Melanic Evolution in Drosophila melanogaster	Heloise Bastide|Jeremy D Lange|Justin B Lack|Amir Yassin|John E Pool	University of Wisconsin-Madison
http://dx.doi.org/10.1101/058305	2016-06-10	Systems Biology		Thanatotranscriptome: genes actively expressed after organismal death	Alexander E Pozhitkov|Rafik Neme|Tomislav Domazet-Loso|Brian Leroux|Shivani Soni|Diethard Tautz|Peter Anthony Noble	University of Washington;|Max Planck Institute for Evolutionary Biology;|Ruđer Boskovic Institute;|Alabama State University;|Max-Planck-Institue for Evolutionary Biology
http://dx.doi.org/10.1101/058149	2016-06-10	Evolutionary Biology	CC-BY-NC-ND	Gene-tree reconciliation with MUL-trees to resolve polyploidy events	Gregg W.C. Thomas|S. Hussain Ather|Matthew W. Hahn	Indiana Univeristy;|Indiana University
http://dx.doi.org/10.1101/058255	2016-06-10	Genomics	CC-BY-NC-ND	Genome-wide association study implicates immune activation of multiple integrin genes in inflammatory bowel disease	Katrina M de Lange|Loukas Moutsianas|James C Lee|Christopher A Lamb|Yang Luo|Nicholas A Kennedy|Luke Jostins|Daniel L Rice|Javier Gutierrez-Achury|Sun-Gou Ji|Graham Heap|Elaine R Nimmo|Cathryn Edwards|Paul Henderson|Craig Mowat|Jeremy Sanderson|Jack Satsangi|Alison Simmons|David C Wilson|Mark Tremelling|Ailsa Hart|Christopher G Mathew|William G Newman|Miles Parkes|Charles W Lees|Holm Uhlig|Chris Hawkey|Natalie J Prescott|Tariq Ahmad|John Mansfield|Carl A Anderson|Jeffrey Barrett	The Wellcomne Trust Sanger Institute;|The Wellcome Trust Sanger Institute;|Inflammatory Bowel Disease Research Group, Addenbrookes Hospital, Cambridge, UK;|Institute of Cellular Medicine, Newcastle University, Newcastle upon Tyne;|Program in Medical and Population Genetics, Broad Institute of Harvard and MIT;|Precision Medicine Exeter, University of Exeter, Exeter, UK;|The Wellcome Trust Centre for Human Genetics;|Gastrointestinal Unit, Wester General Hospital University of Edinburgh, Edinburgh, UK;|Department of Gastroenterology, Torbay Hospital, Torbay, Devon, UK;|Department of Child Life and Health, University of Edinburgh, Edinburgh, UK;|Department of Medicine, Ninewells Hospital and Medical School, Dundee, UK;|Guys & St Thomas NHS Foundation Trust, St Thomas Hospital, Department of Gastroenterology;|Translational Gastroenterology Unit, John Radcliffe Hospital, University of Oxford;|Paediatric Gastroenterology and Nutrition, Royal Hospital for Sick Children, Edinburgh, UK;|Gastroenterology & General Medicine, Norfolk and Norwich University Hospital, Norwich, UK;|Department of Medicine, St Marks Hospital, Harrow, Middlesex, UK;|Department of Medical and Molecular Genetics, Faculty of Life Science and Medicine, Kings College;|Genetic Medicine, Manchester Academic Health Science Centre, Manchester, UK;|Translational Gastroenterology Unit and the Department of Paediatrics, University of Oxford;|Nottingham Digestive Diseases Centre, Queens Medical Centre, Nottingham, UK;|Department of Medical and Molecular Genetics, Faculty of Life Science and Medicine, Kings College L;|Institute of Human Genetics, Newcastle University, Newcastle upon Tyne, UK;|Sanger Institute
http://dx.doi.org/10.1101/058263	2016-06-10	Epidemiology		Exposing the diversity of multiple infection patterns	Mircea T Sofonea|Samuel Alizon|Yannis Michalakis	Laboratoire MIVEGEC (UMR CNRS 5290, IRD 224, UM)
http://dx.doi.org/10.1101/058289	2016-06-10	Microbiology	CC-BY-NC	Characterizing and predicting cyanobacterial blooms in an 8-year amplicon sequencing time-course	Nicolas Tromas|Nathalie Fortin|Larbi Bedrani|Yves Terrat|Pedro Cardoso|David Bird|Charles W Greer|B. Jesse Shapiro	Département de sciences biologiques, Université de Montréal;|National Research Council of Canada;|Finnish Museum of Natural History, University of Helsinki;|Université du Québec à Montréal, Département des sciences biologiques;|Univ. of Montreal
http://dx.doi.org/10.1101/058230	2016-06-10	Genomics	CC-BY-NC-ND	Controlling the rate of GWAS false discoveries	Damian Brzyski|Christine B. Peterson|Piotr Sobczyk|Emmanuel J. Candes|Malgorzata Bogdan|Chiara Sabatti	Indiana University;|Stanford University;|Wroclaw University of Technology;|University of Wroclaw
http://dx.doi.org/10.1101/058156	2016-06-10	Developmental Biology		Hipk is required for JAK/STAT activity and promotes hemocyte-derived tumorigenesis	Jessica A. Blaquiere|Nathan B. Wray|Esther M. Verheyen	Simon Fraser University
http://dx.doi.org/10.1101/058222	2016-06-10	Genomics	CC-BY-NC-ND	MutPrior:An Ensemble Method for Ranking Genes in Cancer	Shailesh Patil|Sreya Dey|Randeep Singh	SAP Labs India Pvt. Ltd;|SAP labs India Pvt. ltd
http://dx.doi.org/10.1101/058164	2016-06-10	Bioinformatics	CC-BY	Differential analysis of RNA-Seq incorporating quantification uncertainty	Harold J Pimentel|Nicolas Bray|Suzette Puente|Pall Melsted|Lior Pachter	UC Berkeley;|University of Iceland
http://dx.doi.org/10.1101/058214	2016-06-10	Genomics	CC-BY-ND	Polygenic scores using summary statistics via penalized regression	Timothy Mak|Robert Milan Porsch|Shing Wan Choi|Xueya Zhou|Pak Chung Sham	University of Hong Kong
http://dx.doi.org/10.1101/058339	2016-06-10	Genomics		Regulation of global transcription in E. coli by Rsd and 6S RNA	Avantika Lal|Sandeep Krishna|Aswin Sai Narain Seshasayee	National Centre for Biological Sciences;|Simons Centre for the Study of Living Machines, National Centre for Biological Sciences
http://dx.doi.org/10.1101/057851	2016-06-10	Immunology	CC-BY	To what extent are the terminal stages of sepsis, septic shock, SIRS, and multiple organ dysfunction syndrome actually driven by a prion/amyloid form of fibrin? bioRxiv preprint.	Douglas Bruce Kell|Etheresia Pretorius	The University of Manchester;|The University of Pretoria
http://dx.doi.org/10.1101/058404	2016-06-11	Bioinformatics	CC-BY	Post-selection Inference Following Aggregate Level Hypothesis Testing in Large Scale Genomic Data	Ruth Heller|Nilanjan Chatterjee|Abba Krieger|Jianxin Shi	Tel-Aviv Universtiy;|Johns Hopkins University;|University of Pennsylvania;|National Cancer Institute
http://dx.doi.org/10.1101/058412	2016-06-11	Genomics	CC-BY-NC-ND	Structural changes following the reversal of a Y chromosome to an autosome in Drosophila pseudoobscura	Ching-Ho Chang|Amanda M Larracuente	University of Rochester
http://dx.doi.org/10.1101/058347	2016-06-11	Genetics	CC-BY-NC-ND	Exploring the genetic architecture of inflammatory bowel disease by whole genome sequencing identifies association at ADCY7	Yang Luo|Katrina M de Lange|Luke Jostins|Loukas Moutsianas|Joshua Randall|Nicholas A Kennedy|Christopher A Lamb|Shane McCarthy|Tariq Ahmad|Cathryn Edwards|Eva Goncalves Serra|Ailsa Hart|Chris Hawkey|John C Mansfield|Craig Mowat|William G Newman|Sam Nichols|Martin Pollard|Jack Satsangi|Alison Simmons|Mark Tremelling|Holm Uhlig|David W Wilson|James C Lee|Natalie J Prescott|Charlie W Lees|Christopher G Mathew|Miles Parkes|Jeffrey C Barrett|Carl A Anderson	Wellcome Trust Sanger Institute;|Wellcome Trust Centre for Human Genetics;|University of Exeter;|Newcastle University;|Torbay Hospital;|St Mark's Hospital;|Queens Medical Centre;|Ninewells Hospital and Medical School;|Manchester Academic Health Science Centre;|Wester General Hospital University of Edinburgh;|John Radcliffe Hospital;|Norfolk and Norwich University Hospital;|University of Oxford;|Royal Hospital for Sick Children;|Addenbrooke's Hospital;|King's College London, Guy's Hospital
http://dx.doi.org/10.1101/058271	2016-06-11	Neuroscience	CC-BY-NC-ND	Estimating the efficacy of transcranial magnetic stimulation in small animals	Lari M Koponen|Jaakko O Nieminen|Risto J Ilmoniemi	Aalto University
http://dx.doi.org/10.1101/058388	2016-06-11	Genetics	CC-BY	An ancient fecundability-associated polymorphism switches a repressor into an enhancer of endometrial TAP2 expression	Katelyn M. Mika|Vincent J. Lynch	The University of Chicago
http://dx.doi.org/10.1101/056515	2016-06-12	Neuroscience	CC-BY-NC	Task demands affect spatial reference frame weighting during tactile localization in sighted and congenitally blind adults	Jonathan T. W. Schubert|Stephanie Badde|Brigitte Roeder|Tobias Heed	University of Hamburg;|Department of Psychology, New York University, New York, USA
http://dx.doi.org/10.1101/058495	2016-06-12	Neuroscience		Video-rate volumetric functional imaging of the brain at synaptic resolution	Rongwen Lu|Wenzhi Sun|Yajie Liang|Aaron Kerlin|Jens Bierfeld|Johannes Seelig|Daniel E. Wilson|Benjamin Scholl|Boaz Mohar|Masashi Tanimoto|Minoru Koyama|David Fitzpatrick|Michael B. Orger|Na Ji	Howard Hughes Medical Institute;|Champalimaud Centre for the Unknown;|Max Planck Florida Institute for Neuroscience
http://dx.doi.org/10.1101/058511	2016-06-12	Scientific Communication and Education	CC-BY-NC-ND	Learning from critical care management of sheep receiving extra-corporeal membrane oxygenation for smoke-induced acute lung injury as a tool for processing large clinical datasets	Saul Chemonges	The University of Queensland & Queensland University of Technology
http://dx.doi.org/10.1101/058420	2016-06-12	Evolutionary Biology	CC-BY-NC-ND	Comment on Smaers et al. (2016): A nonviable phylogenetic comparative method hampered by circularity, inaccuracy, and bias	Randi H Griffin|Gabriel S Yapuncich	Duke Univesity;|Duke University
http://dx.doi.org/10.1101/058537	2016-06-12	Neuroscience	CC-BY-NC-ND	Familiarity Facilitates Feature-based Face Processing	Matteo Visconti di Oleggio Castello|Kelsey G. Wheeler|Maria Ida Gobbini	Dartmouth College;|Dartmouth College, University of Bologna
http://dx.doi.org/10.1101/058453	2016-06-12	Evolutionary Biology	CC-BY-ND	Drift barriers for the proofreading of genes expressed at different levels	Kun Xiong|Jay P McEntee|David Porfirio|Joanna Masel	University of Arizona, United States
http://dx.doi.org/10.1101/058370	2016-06-12	Genomics		Accurate Predictions of Postmortem Interval Using Linear Regression Analyses of Gene Meter Expression Data	M Colby Hunter|Alexander Pozhitkov|Peter Anthony Noble	Alabama State University;|University of Washington
http://dx.doi.org/10.1101/058503	2016-06-12	Genetics		The heritability of pathogen traits - definitions and estimators	Venelin Mitov|Tanja Stadler	ETH Zurich, SIB
http://dx.doi.org/10.1101/058487	2016-06-12	Genomics		Vibrio natriegens, a new genomic powerhouse	Henry H Lee|Nili Ostrov|Brandon G Wong|Michaela A Gold|Ahmad Khalil|George M Church	Harvard Medical School;|Boston University;|Tufts University
http://dx.doi.org/10.1101/058446	2016-06-12	Evolutionary Biology		Deciphering the wisent demographic and adaptive histories from individual whole-genome sequences	Mathieu Gautier|Katayoun Moazami-Goudarzi|Leveziel Hubert|Hugues Parinello|Cecile Grohs|Stephanie Rialle|Rafal Kowalczyk|Laurence Flori	INRA;|IGF;|Polish Academy of Science
http://dx.doi.org/10.1101/058438	2016-06-11	Evolutionary Biology	CC-BY	Evolution of resistance against CRISPR/Cas9 gene drive	Robert L Unckless|Andrew G Clark|Philipp W Messer	Cornell University
http://dx.doi.org/10.1101/058396	2016-06-11	Neuroscience	CC-BY-NC-ND	Vision and locomotion shape the interactions between neuron types in mouse visual cortex	Mario Dipoppa|Adam Ranson|Michael Krumin|Marius Pachitariu|Matteo Carandini|Kenneth D Harris	University College London
http://dx.doi.org/10.1101/058776	2016-06-13	Neuroscience		Intrinsic functional architecture of the macaque dorsal and ventral lateral frontal cortex	Alexandros Goulas|Peter Stiers|R. Matthew Hutchison|Stefan Everling|Michael Petrides|Daniel S Margulies	Max Planck Research Group for Neuroanatomy and Connectivity, Max Planck Institute for Human Cognitiv;|Department of Neuropsychology and Psychopharmacology, Maastricht University;|Center for Brain Sciences, Harvard University, Cambridge, MA, USA;|Robarts Research Institute, University of Western Ontario, London, Ontario, Canada;|Cognitive Neuroscience Unit, Montreal Neurological Institute, McGill University
http://dx.doi.org/10.1101/058719	2016-06-13	Animal Behavior and Cognition	CC-BY	Operant Behavior in Model Systems	Bjoern Brembs	Universitaet Regensburg
http://dx.doi.org/10.1101/058768	2016-06-13	Bioinformatics	CC-BY-NC-ND	Leveraging Functional Annotations in Genetic Risk Prediction for Human Complex Diseases	Yiming Hu|Qiongshi Lu|Ryan Powles|Xinwei Yao|Can Yang|Fang Fang|Xinran Xu|Hongyu Zhao	Yale University;|Hong Kong Baptist University
http://dx.doi.org/10.1101/058479	2016-06-13	Evolutionary Biology	CC-BY-NC	Lazarus effects: the frequency and genetic causes of Escherichia coli population recovery under lethal heat stress	Shaun M Hug|Brandon Gaut	UC Irvine, United States;|University of California, Irvine, United States
http://dx.doi.org/10.1101/058750	2016-06-13	Microbiology	CC-BY-NC	Linking comparative genomics and environmental distribution patterns of microbial populations through metagenomics	Tom O Delmont|A. Murat Eren	University of Chicago
http://dx.doi.org/10.1101/058727	2016-06-13	Neuroscience	CC-BY-NC-ND	Local and thalamic origins of ongoing and sensory evoked cortical correlations	Katayun Cohen-Kashi Malina|Boaz Mohar|Akiva N Rappaport|Ilan Lampl	The Weizmann Institute of Science
http://dx.doi.org/10.1101/058743	2016-06-13	Systems Biology		The CD4+ T cell regulatory network mediates inflammatory responses during acute hyperinsulinemia: a simulation study	Mariana Esther Martinez-Sanchez|Marcia Hiriart|Elena Alvarez-Buylla	Universidad Nacional Autonoma de Mexico
http://dx.doi.org/10.1101/058628	2016-06-13	Ecology	CC-BY-NC-ND	Universal metabarcoding of pico- to mesoplankton reveals seasonal dynamics and a bacterial bloom	Christian Wurzbacher|Katrin Attermeyer|Marie Therese Kettner|Clara Flintrop|Norman Warthmann|Sabine Hilt|Hans-Peter Grossart|Michael T Monaghan	University of Gothenburg, Sweden;|Uppsala University, Sweden;|Leibniz-Institute of Freshwater Ecology and Inland Fisheries, Germany;|Berlin Center for Genomics in Biodiversity Research;|The Australian National University, Australia
http://dx.doi.org/10.1101/058685	2016-06-13	Neuroscience	CC-BY-ND	ICGenealogy: Mapping the function of neuronal ion channels in model and experiment	William F Podlaski|Alex Seeholzer|Lukas N Groschner|Gero Miesenbock|Rajnish Ranjan|Tim P Vogels	University of Oxford;|EPFL
http://dx.doi.org/10.1101/058669	2016-06-13	Evolutionary Biology	CC-BY-NC-ND	Brachiopods possess a split Hox cluster with signs of spatial, but not temporal collinearity	Sabrina M. Schiemann|Jose M. M. Martin-Duran|Aina Borve|Bruno C. Vellutini|Yale J. Passamaneck|Andreas Hejnol	Sars International Centre. University of Bergen;|Kewalo Marine Laboratory, Pacific Biosciences Research Center, University of Hawaii
http://dx.doi.org/10.1101/058701	2016-06-13	Cell Biology		Gene expression changes after heat shock of procyclic-form Trypanosoma brucei suggest that stress has a role in differentiation to mammalian-infective forms.	Christine Clayton|Igor Minia|Clementine Merce|Monica Terrao	ZMBH
http://dx.doi.org/10.1101/058610	2016-06-13	Microbiology	CC-BY	Atypical Salmonella enterica serovars in murine and human infection models: Is it time to reassess our approach to the study of salmonellosis?	Daniel Hurley|Maria Hoffmann|Tim Muruvanda|Marc W Allard|Eric W Brown|Marta Martins|Seamus Fanning	University College Dublin;|U.S. Food and Drug Administration
http://dx.doi.org/10.1101/058693	2016-06-13	Neuroscience	CC-BY-NC-ND	Task-specific shaping of feature-based attention in area MT	Bastian Schledde|Fingal Orlando Galashan|Magdalena Przybyla|Andreas Kurt Kreiter|Detlef Wegener	Brain Research Institute, Center for Cognitive Science, University of Bremen
http://dx.doi.org/10.1101/058594	2016-06-13	Cancer Biology		Maintaining proton homeostasis is an essential role of glucose metabolism in cell survival	Yanfen Cui|Yuanyuan Wang|Pan Xing|Li Qiu|Miao Liu|Xin Wang|Guoguang Ying|Binghui Li	Tianjin Medical University Cancer Institute and Hospital
http://dx.doi.org/10.1101/058578	2016-06-13	Pathology	CC-BY	Sacral agenesis: A whole exome sequencing and copy number study	Robert Milan Porsch|Elisa Merello|Patrizia De Marco|Guo Cheng|Laura Rodriguez|Paul Tam|Stacey Cherny|Pak Sham|Valeria Carpa|Maria-Merce Garcia-Barcelo|Desmond Campbell	The University of Hong Kong;|Istituto Giannina Gaslini;|AbaCid-Genética. Grupo HM Hospitales
http://dx.doi.org/10.1101/058552	2016-06-13	Systems Biology	CC-BY	Modeling and Analysis of Hormone and Mitogenic Signal Integration in Prostate Cancer	Katharine Rogers|Joseph Wayman|Ryan Tasseff|Caitlin Gee|Matthew DeLisa|Jeffrey Varner	Cornell University
http://dx.doi.org/10.1101/058545	2016-06-13	Neuroscience		Towards an integration of deep learning and neuroscience	Adam Henry Marblestone|Greg Wayne|Konrad P Kording	MIT;|Google Deepmind;|Northwestern University
http://dx.doi.org/10.1101/058917	2016-06-14	Neuroscience	CC-BY-NC-ND	A robust role for motor cortex	Goncalo Lopes|Joana Nogueira|Joseph J. Paton|Adam R. Kampff	Champalimaud Centre for the Unknown;|Sainsbury Wellcome Centre
http://dx.doi.org/10.1101/058933	2016-06-14	Biophysics	CC-BY-NC-ND	A Polymer Model with Epigenetic Recolouring Reveals a Pathway for the de novo Establishment and 3D Organisation of Chromatin Domains	Davide Michieletto|Enzo Orlandini|Davide Marenduzzo	University of Edinburgh;|Universiy of Padova
http://dx.doi.org/10.1101/058982	2016-06-14	Neuroscience		Mechanical flexibility reduces the foreign body response to long- term implanted microelectrodes in rabbit cortex	Harbaljit S Sohal|Gavin J Clowry|Andrew Jackson|Anthony O'Neill|Stuart N Baker	Feinstein Institute for Medical Research;|Institute of Neuroscience, Newcastle University;|School of Electrincal and Electronic Engineering, Newcastle University
http://dx.doi.org/10.1101/059014	2016-06-14	Pathology	CC-BY-NC-ND	GPR4 Deficiency Alleviates Intestinal Inflammation in a Mouse Model of Inflammatory Bowel Disease	Edward J Sanderlin|Nancy R Leffler|Kvin Lertpiriyapong|Qi Cai|Heng Hong|Vasudevan Bakthavatchalu|James G Fox|Joani Zary Oswald|Calvin R Justus|Elizabeth A Krewson|Dorcas O'Rourke|Li V Yang	East Carolina University;|Massachusetts Institute of Technology
http://dx.doi.org/10.1101/058875	2016-06-14	Genomics	CC-BY-NC-ND	Unbiased whole-genome deep sequencing of human and porcine stool samples reveals circulation of multiple groups of rotaviruses and a putative zoonotic infection	My V.T. Phan|Pham Hong Anh|Nguyen Van Cuong|Bas B. Oude Munnink|Lia van der Hoek|Phuc Tran My|Tue Ngo Tri|Juliet E. Bryant|Stephen Baker|Guy Thwaites|Mark Woolhouse|Paul Kellam|Maia A Rabaa|Matthew L Cotten	Wellcome Trust Sanger Institute;|Oxford University Clinical Research Unit, Ho Chi Minh City, Vietnam;|Laboratory of Experimental Virology, Academic Medical Center, University of Amsterdam;|Centre for Immunity, Infection & Evolution, University of Edinburgh, Edinburgh, United Kingdom;|Wellcome Trust Sanger Institue
http://dx.doi.org/10.1101/058958	2016-06-14	Neuroscience	CC-BY	Long-term, layer-specific modification of spontaneous activity in the mouse somatosensory cortex following sensory stimulation	Elena Phoka|Aleksandra Berditchevskaia|Mauricio Barahona|Simon Schultz	Imperial College London
http://dx.doi.org/10.1101/059006	2016-06-14	Evolutionary Biology	CC-BY-NC-ND	Gene tree discordance generates patterns of diminishing convergence over time	Fabio K Mendes|Yoonsoo Hahn|Matthew W Hahn	Indiana University;|Chung-Ang University
http://dx.doi.org/10.1101/058974	2016-06-14	Synthetic Biology	CC-BY-NC-ND	Precise Cas9 targeting enables genomic mutation prevention	Alejandro Chavez|Benjamin W Pruitt|Marcelle Tuttle|Rebecca S Shapiro|Ryan J Cecchi|Jordan Winston|Brian M Turczyk|Michael Tung|James J Collins|George M Church	Wyss Institute at Harvard University
http://dx.doi.org/10.1101/058867	2016-06-14	Bioinformatics	CC-BY-NC-ND	FPD: A comprehensive phosphorylation database in fungi	Youhuang Bai|Bin Chen|Yincong Zhou|Silin Ren|Qin Xu|Ming Chen|Shihua Wang	Fujian Agriculture and Forestry University;|Zhejiang University
http://dx.doi.org/10.1101/058826	2016-06-14	Bioinformatics	CC-BY-NC-ND	A cell type-specific expression signature predicts haploinsufficient autism-susceptibility genes	Chaolin Zhang|Yufeng Shen	Columbia University
http://dx.doi.org/10.1101/056911	2016-06-14	Cell Biology		Networks that link cytoskeletal regulators and diaphragm proteins underpin filtration function in Drosophila nephrocytes.	Simi Muraleedharan|Helen Skaer|Maneesha S Inamdar	Jawaharlal Nehru Centre for Advanced Scientific Research;|University of Cambridge
http://dx.doi.org/10.1101/058842	2016-06-14	Microbiology	CC-BY-NC-ND	Refutation: Structure and mechanism of the essential two-component signal-transduction system WalKR in Staphylococcus aureus.	Ian R. Monk|Torsten Seemann|Benjamin P. Howden|Timothy P. Stinear	University of Melbourne
http://dx.doi.org/10.1101/058834	2016-06-14	Evolutionary Biology	CC-BY	A logic approach to modeling nomenclatural change	Nico Franz|Chao Zhang|Joohyung Lee	Arizona State University
http://dx.doi.org/10.1101/058529	2016-06-13	Bioinformatics	CC-BY	SourceData - a semantic platform for curating and searching figures	Robin Liechti|Lou Gotz|Nancy George|Sara El-Gebali|Isaac Crespo|Ioannis Xenarios|Thomas Lemberger	Swiss Institute of Bioinformatics;|EMBO
http://dx.doi.org/10.1101/058784	2016-06-13	Genomics	CC-BY-NC-ND	Genetic and transcriptional analysis of human host response to healthy gut microbiome	Allison L Richards|Michael B Burns|Adnan Alazizi|Luis B Barreiro|Roger Pique-Regi|Ran Blekhman|Francesca Luca	Wayne State University;|University of Minnesota;|University of Montreal
